Category,Body
Scam,william22drallo@yahoo.com or william2244@maktoob.com
Scam,
Scam,BEST REGARDS
Scam,
Scam,William Drallo
Scam,
Scam,
Scam,From r  Mon Nov  4 17:41:46 2002
Scam,Return-Path: <abdul_817@rediffmail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <abdul_817@rediffmail.com>
Scam,Message-Id: <200211042241.gA4MfXP04856@pinkcadillac.mr.itd.UM>
Scam,"From: ""MR USMAN ABDUL"" <abdul_817@rediffmail.com>"
Scam,"Date: Mon, 04 Nov 2002 23:41:26"
Scam,To: R@M
Scam,Subject: THANK YOU
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: O
Scam,
Scam,CHALLENGE SECURITIES LTD.
Scam,"LAGOS, NIGERIA"
Scam,
Scam,
Scam,
Scam,ATTENTION:MADAM/SIR
Scam,
Scam,"I am MR.USMAN ABACHA , the Director of Operations"
Scam,"CHALLENGE SECURITIES LTD,LAGOS NIGERIA. Here in"
Scam,NIGERIA Our firm is a security company of high repute
Scam,with years of outstanding service to the people of
Scam,Africa.
Scam,
Scam,I have resolved to contact you through this medium
Scam,based on business proposal that will be of mutual
Scam,benefit to both of us. I got your particulars through
Scam,a consultant company base on my research for a
Scam,trustworthy and established person that understands
Scam,investment ethic for entering into a life time
Scam,profitable joint partnership investment and also
Scam,co-operation with confidence and trust that you will
Scam,keep the contents secret and divulged to any third
Scam,party.
Scam,
Scam,To be explicit and straight to the point. Some time
Scam,"early 1997, a reputable client of ours deposited a"
Scam,consignment in our company's vault for safe keeping.
Scam,And since then our client has failed to come forward
Scam,"to claim his consignment, which has accumulated a"
Scam,considerable amount of money in demurrage.
Scam,
Scam,"Consequently, in our bide to contact this client to"
Scam,redeem the demurrage which his consignment had
Scam,accumulated we discovered that our client was the
Scam,"former president of the Federal Republic of Zaire, who"
Scam,died of illness after he was de-throwed in the same
Scam,year the consignment was entrusted into our care.
Scam,
Scam,Since the death of our client President Mobutou
Scam,"Seseseko, none of his benefactors has come forward to"
Scam,"claim the consignment with us, which means that non of"
Scam,his relatives or aids had any knowledge of this
Scam,consignment. Hence out of curiosity I decided to
Scam,secretly open the two boxes that our client deposited
Scam,in our vault. And to my surprise I discovered that the
Scam,two boxes that were registered as treasurer by our
Scam,client actually contained a considerable amount of
Scam,money in United States Dollars amounting to about
Scam,US$30 million Dollar. Since this development I have
Scam,been nursing plans secretly. I also found out from
Scam,enquiries and the foreign media that our late client
Scam,siphoned a lot of money from his country while he was
Scam,in office as head of state.
Scam,
Scam,It is my conviction that the consignment in our vault
Scam,was part of the money that our client siphoned and now
Scam,that he is dead there is no race to this money in our
Scam,care.
Scam,
Scam,I am now soliciting your noble assistance to assist me
Scam,in transferring this money out of nigeria to your
Scam,country for immediate investment with your assistance.
Scam,I have also decided that you will generously be
Scam,entitled to 30% of the total amount. Upon my receipt
Scam,of your reply confirming your willingness to assist me
Scam,"of this transaction, I will immediately arrange and"
Scam,transfer all the rights of ownership of this
Scam,consignment to your name to facilitate your easy
Scam,clearance and transfer of the complete funds to your
Scam,country.
Scam,
Scam,"you have nothing to worry about, as I will  be there"
Scam,to assist you in anyway necessary with all proper
Scam,documentation.
Scam,
Scam,This transaction is 100% risk free.
Scam,
Scam,Please maintain absolute confidentiality on this
Scam,matter.
Scam,
Scam,
Scam,Thanks.
Scam,
Scam,Yours faithfully.
Scam,
Scam,MR. USMAN ABDUL
Scam,
Scam,From r  Tue Nov  5 05:25:07 2002
Scam,Return-Path: <barrister_td@mailcity.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <barrister_td@mailcity.com>
Scam,"From: ""Tunde  Dosumu"" <barrister_td@lycos.com>"
Scam,Message-ID: <JOKFPGMHGGBECAAA@mailcity.com>
Scam,Mime-Version: 1.0
Scam,X-Sent-Mail: off
Scam,Reply-To: barrister_td@lycos.com
Scam,X-Expiredinmiddle: true
Scam,X-Mailer: MailCity Service
Scam,X-Priority: 3
Scam,Subject: Urgent Assistance
Scam,X-Sender-Ip: 208.14.9.28
Scam,Organization: Lycos Mail  (http://www.mail.lycos.com:80)
Scam,Content-Type: text/plain; charset=us-ascii
Scam,Content-Language: en
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: RO
Scam,
Scam,"Dear Sir,"
Scam,
Scam,"I am Barrister Tunde Dosumu (SAN) solicitor at law. I am the personal attorney to Mr. Eton Simon, a national of your country, who used to work with Shell Petroleum Development Company (SPDC)here in Nigeria. Here in after shall be referred to  me as my client.  On the 21st of April 2000, my client, his wife And  their three children were involved in a car accident along Sagbama Express Road. All occupants of the  vehicle unfortunately lost there lives.  Since then I  have made several enquiries to your embassy to locate  any of my clients extended relatives this has also  proved unsuccessful."
Scam,
Scam,"After these several unsuccessful attempts, I decided  to track his last name over the Internet, to locate  any member of his family hence I contacted you.  I  have contacted you to assist in repatrating the money  and property left behind by my client before they get confisicated or declared unserviceable by the bank  where this huge deposits were lodged, particularly, the CITI TRUST BANK where the deceased had an  account valued at about US$14.7million dollars . The bank has issued me a notice to provide the next of kin or have the account confisicated within the next ten official"
Scam,working days.
Scam,
Scam,Since I have been unsuccesfull in locating the the relatives for over 2 years now I seek your consent to present you as the next of kin of the deceased since
Scam,you have the same last name  so that the proceeds of this account valued at US$14.7 million dollars can be paid to you and then you and me can share the money. I have all necessary legal documents that can be used to back up any claim we may make.
Scam,
Scam,"All I require is your honest co-operation  to enable us see this dealthrough. I  guarantee that this will be executed under legitimate arrangement that will protect you from any breach of the law.Please get in touch with me via my private email address of barrister_tunde@lawyer.com to enable us discuss further. Or, call me on 234-80-33-432-485"
Scam,
Scam,"Best regards,"
Scam,
Scam,
Scam,Barrister Tunde Dosumu (SAN).
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,
Scam,__________________________________________________________
Scam,"Outgrown your current e-mail service? Get 25MB Storage, POP3 Access,"
Scam,Advanced Spam protection with LYCOS MAIL PLUS.
Scam,http://login.mail.lycos.com/brandPage.shtml?pageId=plus&ref=lmtplus
Scam,
Scam,From r  Tue Nov  5 11:49:54 2002
Scam,Return-Path: <temijohnson2@rediffmail.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <temijohnson2@rediffmail.com>
Scam,Message-Id: <200211051649.gA5Gnfp1024382@hobart.eecs.UM>
Scam,From: MR TEMI JOHNSON <temijohnson2@rediffmail.com>
Scam,To: R@E
Scam,Cc:
Scam,Subject: IMPORTANT
Scam,Sender: MR TEMI JOHNSON <temijohnson2@rediffmail.com>
Scam,Mime-Version: 1.0
Scam,"Content-Type: text/plain; charset=""iso-8859-1"""
Scam,"Date: Tue, 6 Nov 2001 16:52:34 -0000"
Scam,X-Mailer: QUALCOMM Windows Eudora Version 5.1
Scam,Status: RO
Scam,
Scam,FROM: MR TEMI JOHNSON
Scam,DEMOCRATIC REPUBLIC OF CONGO.
Scam,TEL:44 7775770781
Scam,EMAIL:temijohnson@rediffmail.com
Scam,"Dear Sir,"
Scam,
Scam,SEEKING YOUR IMMEDIATE ASSISTANCE.
Scam,Please Permit me to make your acquaintance in so
Scam,informal a manner. This is necessitated by my urgent need to reach a dependable and trust wordy foreign
Scam,partner. This request may seem strange and
Scam,unsolicited but I will crave your indulgence and pray that you view it seriously. My name is MR TEMI JOHNSON of the Democratic Republic of Congo and One of the close aides to the former President of the Democratic Republic of Congo LAURENT KABILA of blessed
Scam,"memory, may his soul rest in peace."
Scam,
Scam,Due to the military campaign of LAURENT KABILA to
Scam,"force out the rebels in my country, I and some of my"
Scam,colleagues were instructed by Late President Kabila
Scam,to  go abroad to purchase arms and ammunition worth of
Scam,"Twenty Million, Five Hundred Thousand United States Dollars only (US$20,500,000.00) to fight the rebel group. But when President Kabila was killed in a bloody shoot-out by one of his aide a day before we were schedule to travel out of Congo, We immediately  decided to divert the fund into a private security company here in Congo for safe keeping. The security of the said amount is presently being threatened here following the arrest and seizure of properties of Col. Rasheidi Karesava (One of the aides to Laurent Kabila) a tribesman, and some other Military Personnel from our same tribe, by the new President of the Democratic Republic of Congo, the son of late President Laurent Kabila, Joseph Kabila."
Scam,"In view of this, we need a reliable and trustworthy foreign partner who can assist us to move this money out of my country as the beneficiary."
Scam,WE have sufficient ''CONTACTS'' to move the fund under Diplomatic Cover to a security company in the europe in your name. This is to ensure that the Diplomatic Baggage is marked ''CONFIDENTIAL'' and it  will not pass through normal custom/airport screening and clearance.
Scam,Our inability to move this money out of Congo all
Scam,"This while lies on our lack of trust on our supposed good friends (western countries) who suddenly became hostile to those of us who worked with the late President Kabila, immediately after his son took office. Though we have neither seen nor met each other, the information We gathered from an associate"
Scam,"who has worked in your country has encouraged and convinced us that with your sincere assistance, this transaction will be properly handled with modesty"
Scam,and honesty to a huge success within two weeks. The said money is a state fund and therefore requires a total confidentiality.
Scam,"Thus, if you are willing to assist us move this fund out of Congo, you can contact me through my email address above with your telephone, fax number and personal information to enable us discuss the modalities and what will be your share"
Scam,(percentage) for assisting us.
Scam,"I must use this opportunity and medium to implore You to exercise the utmost indulgence to keep this Matter extraordinarily confidential, Whatever your Decision, while I await your prompt response. Thank you and GodBless."
Scam,
Scam,Best Regards
Scam,MR TEMI JOHNSON
Scam,
Scam,From r  Thu Nov  7 23:15:38 2002
Scam,Return-Path: <sjordan@diplomats.com>
Scam,X-Sieve: cmu-sieve 2.0
Scam,Return-Path: <sjordan@diplomats.com>
Scam,Message-Id: <200211080415.gA84FYF26895@bloodwork.mr.itd.UM>
Scam,"From: ""Dr.Sam jordan"" <sjordan@diplomats.com>"
Scam,"Date: Fri, 08 Nov 2002 04:15:33"
Scam,To: R@M
Scam,Subject: URGENT ASSISTANCE.
Scam,MIME-Version: 1.0
Scam,"Content-Type: text/plain;charset=""iso-8859-1"""
Scam,Content-Transfer-Encoding: 7bit
Scam,Status: O
Scam,
Scam,FROM THE DESK OF DR.SAM JORDAN
Scam,THE MANAGER
Scam,"Headquarter,"
Scam,First Bank of Nigeria Plc.
Scam,"Lagos, Nigeria."
Scam,Alternative E-mail: sam01jordan@yahoo.com
Scam,"Sir,"
Scam,
Scam,Compliment of the day and how is life general with
Scam,you? Of course it is my humble wish to solicit and
Scam,crave your indulgence to make this project request for
Scam,a joint business transaction which I hope will not
Scam,"come to you as a surprise, hence I plead for"
Scam,your pardon.
Scam,
Scam,"I am Dr.Sam Jordan, the  Manager of headquarter"
Scam,First Bank of Nigeria Plc. Lagos. I have an urgent and
Scam,confidentialbusiness proposal for you.
Scam,
Scam,"On June 6, 1998, an Italian oil"
Scam,consultant/contractor with via National Petroleum
Scam,cooperation (NNPC) Mr. Paul Bush made a numbered time
Scam,(fixed) deposit for twelve calenderer month valued at
Scam,"US$43.7,000.00 in my branch."
Scam,
Scam,"On maturity, I sent a routine notification to his"
Scam,forwarded address but got no reply after months we
Scam,send a reminder and finally we discovered from his
Scam,contract employee (Nigeria national petroleum
Scam,Corporation) that Mr. Paul Bush died from an
Scam,"automobile accident. On further investigation, it was"
Scam,clear  that he died without making a will. All
Scam,attempts by the Australian to trace his next of
Scam,kin were fruitless.
